,TRD_NO,REQ_DD,CP_CD,CP_NM,GODS_NM,PAYR_SEQ,MPHN_NO,COMMC_CLF,AC_PAY_AMT,NPAY_YN,PAY_MTHD_CD,MM_LMT_AMT,REMD_LMT_AMT,ARS_AUTHTI_YN,PAYR_IP,SUB_IP_A,SUB_IP_B,SUB_IP_C,SUB_IP_D,FGPT,AGE,GNDR,FOREI_YN,SMS_RE_SND_CNT,AUTHTI_CLF_FLG,ACUM_RCPT_AMT,PAY_YM,SVC_CLF_NM,CP_M_CLF_NM,CP_S_CLF_NM,NPAY_AMT_24M,MAX_NPAY_CNT_24M,TRD_CNT_6M,REAL_TRD_CNT_6M,NIGHT_TRD_RT_6M,AVG_AMT_6M,MAX_LMT_3M_RT,NPAY_CNT_24M,NPAY_CNT_12MNTS,NPAY_AMT_60M,target
7519682,+wNcqMM+kirDJcd9nt2j7Zw1MD10QOMrRwXGioMEbRs=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,356010,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519683,GarqRvj04hhqtawSzEhVQ1RTmL0fjIizbhMEDlFb5VY=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,203550,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519684,Wu6JZ9GDafQLI/ar2RoPd29MOJVJbkZFbT+TZDpI7/s=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,205860,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519685,A4GqCUSr7k5sF3TLmYZ0lny+loihfQ/jt5XDgm33Fow=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,198930,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519686,We/qn7G0pz6uAd0jNkoT1dkVky2Sl3COG0g1x51ixUY=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,82660,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519687,fd+Wh9E2HIhjd39m+57+kqtvZ+TvUAzS/QKvbSdPy88=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,429160,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519688,zIWZWEzXoxwtrAbDY1AYYn7RMvHNRrFvefl/l77aLy8=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,68800,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519689,4p3+melfrTQ2FPLxVoHR2dmO6WRriQFI9qezEXwGGms=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,182760,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519690,M+LC9sLGK5LEOhPoepbjnzwDB7ekE7hnvU36w1L/9Yg=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,115770,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519691,9GFN1D2VDV0B44wK6SIfOHzp+mni7ltdZdIhdqVb6ng=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,206630,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519692,NNtBhRMEQwDgXddNm9nba2Psi8nUYAI6i/P3/2XXm5o=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,163510,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519693,7pBOa9Xc1q22CPw0/fYLCKCLw1QgpUqNJmtt6gCu+tc=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,204320,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519694,WkYSkGlojG588pcDibdn1upJftfnHJcOK1A5KcS8jJg=,20191025,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,357550,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519695,k1pXiSDAmFomBjcH6nFeGdctW6iG5EqIHfNOnRCZySI=,20191025,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,399130,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519696,bvXm7csDDJyaQDZSvO1tR1PDXRWWYI6HJKz3OwAzN3o=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,202010,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519697,uS4ePRjM3lXS0mFWmvRJaR+pEEh6In7IfMWibh4V788=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,84970,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519698,w2rapYk0RaYdsk9Id9AqhkFy5oAGAZ9F6b4PG4zm3us=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,453030,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519699,4lA5lmt2h4PJziZrzIG58sanORH1yhoI5NvFyL5CYJQ=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,292870,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519700,F4JJC8Y7SfBv9oSvQYGvfPA2PxX4RIBhwY5AXufFgCM=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,154270,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519701,GHectIwLbX0oDL9yoMMQlAUJzN/r9UTFTnO612jbf2o=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,421460,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519702,gM8LOEMqMnaIYrYenWjbw+3WTTAJdK90xwxr0wVaskY=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,417610,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519703,cTNIYENp3DWK/h807RrJpUQ7RF8s5JRM3VhemMlxaAQ=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,187380,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519704,BosECn41mfPwgWQUCicFulqTJvmHdJM/QIYh15fyMQQ=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,282860,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519705,+K9Qw65EkdrmBuldLa+brhtbre4KXBBhtfn8cGeSIY0=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,418380,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519706,LZByZR3w6mujYJqDULpO/bPSjwMAKmXzkZdH81C96Rs=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,448410,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519707,2U0O1xGE+aoHFF5CKHQLg3jtha78d+i6Ww3X7qp8kFc=,20191026,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,280550,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519708,eg0dlS3SgnPSlEV/EULyUbfVW/xi+Viu2shFKhXr+dQ=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,84200,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
7519709,zStvC7AxiH0IoJhBDIUWzhy27w54BUcavUll90alYzs=,20191027,gVrBeEr7BrRMGYPe8Yd+6Q==,lHeJucVgXIKTnEkx/7vAXbEsZF2wRSsYsdozoV8/7eM=,6U2JsVoyjwUx+ureYcVtGTMzxM/N5LpjcjIUvWUpEus=,9usv5x5bXf4qii/+D18+Sw==,HSI0PvWfLNfDk7Wh1Soq9w==,CKCCSK,770,N,,,83430,N,N3pi0r1WK9Zgd1mLP5kz5g==,PEF43yQA4EpIEqzs9gtCfw==,2DagCKiYjIHW7+39U/3egQ==,GCGlWWwaE06295JVc5U+UQ==,V9iJlaBjOnxvAh9Iv1lj3A==,"UNOOjIKGV/CGnyCK386aOj+3kWPtD9moieG6K1nf99E9iHet1cSfC77le8zDtDif
",40,F,N,0,S,770,201910,?îÏ????îÌÑ∞?åÏù∏Î®ºÌä∏,?åÏïÖ,0,0,0,0,0,0,0,0,0,0,0,
